Biome,Ecoregion,Variable,Mean,Standard deviation,mtry,RMSE,Rsquared,MAE,Irreplaceable/AGC/BGC,Biome code
Tropical & Subtropical Moist Broadleaf Forests,Yucatán moist forests,Croplands,0.70460147,1.09156391,2,9.590105,0.168047,3.887855,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yucatán moist forests,Navigable water,83.87904557,8.31178974,2,9.590105,0.168047,3.887855,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yucatán moist forests,Pastures,23.50737135,22.16429364,2,9.590105,0.168047,3.887855,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yucatán moist forests,Population density,88.08645736,13.07161023,2,9.590105,0.168047,3.887855,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yucatán moist forests,Roads,46.86331359,7.18683391,2,9.590105,0.168047,3.887855,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yucatán moist forests,y,94.31442393,4.71399922,2,9.590105,0.168047,3.887855,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Croplands,13.93164731,15.72507343,2,5.353104,0.1228611,3.32312,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Navigable water,32.00973659,15.68838438,2,5.353104,0.1228611,3.32312,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Pastures,84.33064897,6.10121192,2,5.353104,0.1228611,3.32312,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Population density,82.77019458,21.12974293,2,5.353104,0.1228611,3.32312,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Roads,25.71613841,9.982963,2,5.353104,0.1228611,3.32312,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,y,100,0,2,5.353104,0.1228611,3.32312,irrep,TropMoBF
Montane Grasslands & Shrublands,Altai alpine meadow and tundra,Croplands,24.58498,2.47843733,4,13.0335865,0.20863691,8.7669722,irrep,MGS
Montane Grasslands & Shrublands,Altai alpine meadow and tundra,Navigable water,3.211416,7.28864015,4,13.0335865,0.20863691,8.7669722,irrep,MGS
Montane Grasslands & Shrublands,Altai alpine meadow and tundra,Pastures,94.57014,8.41190971,4,13.0335865,0.20863691,8.7669722,irrep,MGS
Montane Grasslands & Shrublands,Altai alpine meadow and tundra,Population density,90.59054,2.34520766,4,13.0335865,0.20863691,8.7669722,irrep,MGS
Montane Grasslands & Shrublands,Altai alpine meadow and tundra,Roads,77.84691,8.5873742,4,13.0335865,0.20863691,8.7669722,irrep,MGS
Montane Grasslands & Shrublands,Altai alpine meadow and tundra,y,93.32153,5.39738556,4,13.0335865,0.20863691,8.7669722,irrep,MGS
Montane Grasslands & Shrublands,Angolan montane forest-grassland mosaic,Croplands,8.828245,3.57289259,4,3.4850356,0.39766051,1.1967709,irrep,MGS
Montane Grasslands & Shrublands,Angolan montane forest-grassland mosaic,Navigable water,17.07886,5.27834005,4,3.4850356,0.39766051,1.1967709,irrep,MGS
Montane Grasslands & Shrublands,Angolan montane forest-grassland mosaic,Pastures,57.44212,6.85448505,4,3.4850356,0.39766051,1.1967709,irrep,MGS
Montane Grasslands & Shrublands,Angolan montane forest-grassland mosaic,Population density,39.10655,2.65571819,4,3.4850356,0.39766051,1.1967709,irrep,MGS
Montane Grasslands & Shrublands,Angolan montane forest-grassland mosaic,Roads,55.77628,4.73754548,4,3.4850356,0.39766051,1.1967709,irrep,MGS
Montane Grasslands & Shrublands,Angolan montane forest-grassland mosaic,y,100,0,4,3.4850356,0.39766051,1.1967709,irrep,MGS
Montane Grasslands & Shrublands,Angolan scarp savanna and woodlands,Croplands,0,0,4,18.1146327,0.47530798,12.64285873,irrep,MGS
Montane Grasslands & Shrublands,Angolan scarp savanna and woodlands,Navigable water,43.50588,2.41754442,4,18.1146327,0.47530798,12.64285873,irrep,MGS
Montane Grasslands & Shrublands,Angolan scarp savanna and woodlands,Pastures,98.61017,3.40438175,4,18.1146327,0.47530798,12.64285873,irrep,MGS
Montane Grasslands & Shrublands,Angolan scarp savanna and woodlands,Population density,50.47294,9.04514693,4,18.1146327,0.47530798,12.64285873,irrep,MGS
Montane Grasslands & Shrublands,Angolan scarp savanna and woodlands,Roads,51.36807,0.95365213,4,18.1146327,0.47530798,12.64285873,irrep,MGS
Montane Grasslands & Shrublands,Angolan scarp savanna and woodlands,y,75.52421,13.431952,4,18.1146327,0.47530798,12.64285873,irrep,MGS
Montane Grasslands & Shrublands,Australian Alps montane grasslands,Croplands,0,0,4,31.2922424,0.38282727,24.06756336,irrep,MGS
Montane Grasslands & Shrublands,Australian Alps montane grasslands,Navigable water,5.884032,3.28565427,4,31.2922424,0.38282727,24.06756336,irrep,MGS
Montane Grasslands & Shrublands,Australian Alps montane grasslands,Pastures,38.45673,6.64857938,4,31.2922424,0.38282727,24.06756336,irrep,MGS
Montane Grasslands & Shrublands,Australian Alps montane grasslands,Population density,77.40236,9.53660461,4,31.2922424,0.38282727,24.06756336,irrep,MGS
Montane Grasslands & Shrublands,Australian Alps montane grasslands,Roads,35.17164,2.2679965,4,31.2922424,0.38282727,24.06756336,irrep,MGS
Montane Grasslands & Shrublands,Australian Alps montane grasslands,y,100,0,4,31.2922424,0.38282727,24.06756336,irrep,MGS
Montane Grasslands & Shrublands,Central Andean dry puna,Croplands,8.443121,9.62857403,7,2.7801714,0.15763153,0.69024249,irrep,MGS
Montane Grasslands & Shrublands,Central Andean dry puna,Navigable water,90.91275,13.85390482,7,2.7801714,0.15763153,0.69024249,irrep,MGS
Montane Grasslands & Shrublands,Central Andean dry puna,Pastures,71.6483,13.97547189,7,2.7801714,0.15763153,0.69024249,irrep,MGS
Montane Grasslands & Shrublands,Central Andean dry puna,Population density,54.87418,21.05739935,7,2.7801714,0.15763153,0.69024249,irrep,MGS
Montane Grasslands & Shrublands,Central Andean dry puna,Roads,72.12297,4.66184132,7,2.7801714,0.15763153,0.69024249,irrep,MGS
Montane Grasslands & Shrublands,Central Andean dry puna,y,75.70564,22.82998275,7,2.7801714,0.15763153,0.69024249,irrep,MGS
Montane Grasslands & Shrublands,Central Andean puna,Croplands,6.044663,6.35855666,4,5.2001688,0.33422478,2.05688792,irrep,MGS
Montane Grasslands & Shrublands,Central Andean puna,Navigable water,30.88645,8.84633963,4,5.2001688,0.33422478,2.05688792,irrep,MGS
Montane Grasslands & Shrublands,Central Andean puna,Pastures,71.21046,9.44417587,4,5.2001688,0.33422478,2.05688792,irrep,MGS
Montane Grasslands & Shrublands,Central Andean puna,Population density,62.00464,4.30568211,4,5.2001688,0.33422478,2.05688792,irrep,MGS
Montane Grasslands & Shrublands,Central Andean puna,Roads,35.61979,7.9844375,4,5.2001688,0.33422478,2.05688792,irrep,MGS
Montane Grasslands & Shrublands,Central Andean puna,y,100,0,4,5.2001688,0.33422478,2.05688792,irrep,MGS
Montane Grasslands & Shrublands,Central Andean wet puna,Croplands,3.705299,4.05895146,2,6.1751541,0.45252532,2.54922369,irrep,MGS
Montane Grasslands & Shrublands,Central Andean wet puna,Navigable water,25.43959,3.60372019,2,6.1751541,0.45252532,2.54922369,irrep,MGS
Montane Grasslands & Shrublands,Central Andean wet puna,Pastures,100,0,2,6.1751541,0.45252532,2.54922369,irrep,MGS
Montane Grasslands & Shrublands,Central Andean wet puna,Population density,62.1389,6.08462149,2,6.1751541,0.45252532,2.54922369,irrep,MGS
Montane Grasslands & Shrublands,Central Andean wet puna,Roads,26.54339,7.45195657,2,6.1751541,0.45252532,2.54922369,irrep,MGS
Montane Grasslands & Shrublands,Central Andean wet puna,y,53.16318,2.79289967,2,6.1751541,0.45252532,2.54922369,irrep,MGS
Montane Grasslands & Shrublands,Central Range sub-alpine grasslands,Croplands,0,NA,6,62.4067184,0.81297696,35.5488572,irrep,MGS
Montane Grasslands & Shrublands,Central Range sub-alpine grasslands,Navigable water,2.185857,3.6481425,6,62.4067184,0.81297696,35.5488572,irrep,MGS
Montane Grasslands & Shrublands,Central Range sub-alpine grasslands,Pastures,45.32955,1.77392636,6,62.4067184,0.81297696,35.5488572,irrep,MGS
Montane Grasslands & Shrublands,Central Range sub-alpine grasslands,Population density,48.70281,8.64929509,6,62.4067184,0.81297696,35.5488572,irrep,MGS
Montane Grasslands & Shrublands,Central Range sub-alpine grasslands,Roads,36.1277,2.72226844,6,62.4067184,0.81297696,35.5488572,irrep,MGS
Montane Grasslands & Shrublands,Central Range sub-alpine grasslands,y,100,0,6,62.4067184,0.81297696,35.5488572,irrep,MGS
Montane Grasslands & Shrublands,Central Tibetan Plateau alpine steppe,Croplands,6.926658,2.83400793,6,14.2041285,0.20853459,4.9349475,irrep,MGS
Montane Grasslands & Shrublands,Central Tibetan Plateau alpine steppe,Navigable water,1.538774,2.38385768,6,14.2041285,0.20853459,4.9349475,irrep,MGS
Montane Grasslands & Shrublands,Central Tibetan Plateau alpine steppe,Pastures,85.27945,9.92236388,6,14.2041285,0.20853459,4.9349475,irrep,MGS
Montane Grasslands & Shrublands,Central Tibetan Plateau alpine steppe,Population density,97.25476,6.72444101,6,14.2041285,0.20853459,4.9349475,irrep,MGS
Montane Grasslands & Shrublands,Central Tibetan Plateau alpine steppe,Roads,44.05698,11.24478644,6,14.2041285,0.20853459,4.9349475,irrep,MGS
Montane Grasslands & Shrublands,Central Tibetan Plateau alpine steppe,y,86.90453,12.24803019,6,14.2041285,0.20853459,4.9349475,irrep,MGS
Montane Grasslands & Shrublands,Cordillera Central páramo,Croplands,0,0,4,11.5481514,0.36208675,6.89633637,irrep,MGS
Montane Grasslands & Shrublands,Cordillera Central páramo,Navigable water,20.72549,3.77546478,4,11.5481514,0.36208675,6.89633637,irrep,MGS
Montane Grasslands & Shrublands,Cordillera Central páramo,Pastures,62.78813,13.97507842,4,11.5481514,0.36208675,6.89633637,irrep,MGS
Montane Grasslands & Shrublands,Cordillera Central páramo,Population density,51.44491,16.10849455,4,11.5481514,0.36208675,6.89633637,irrep,MGS
Montane Grasslands & Shrublands,Cordillera Central páramo,Roads,59.29788,12.13385164,4,11.5481514,0.36208675,6.89633637,irrep,MGS
Montane Grasslands & Shrublands,Cordillera Central páramo,y,100,0,4,11.5481514,0.36208675,6.89633637,irrep,MGS
Montane Grasslands & Shrublands,Drakensberg alti-montane grasslands and woodlands,Croplands,18.1899,5.13318114,7,4.0940699,0.26333486,2.26931747,irrep,MGS
Montane Grasslands & Shrublands,Drakensberg alti-montane grasslands and woodlands,Navigable water,1.591673,1.74358997,7,4.0940699,0.26333486,2.26931747,irrep,MGS
Montane Grasslands & Shrublands,Drakensberg alti-montane grasslands and woodlands,Pastures,73.64271,2.51123672,7,4.0940699,0.26333486,2.26931747,irrep,MGS
Montane Grasslands & Shrublands,Drakensberg alti-montane grasslands and woodlands,Population density,96.26313,5.78913475,7,4.0940699,0.26333486,2.26931747,irrep,MGS
Montane Grasslands & Shrublands,Drakensberg alti-montane grasslands and woodlands,Roads,65.43214,6.43926834,7,4.0940699,0.26333486,2.26931747,irrep,MGS
Montane Grasslands & Shrublands,Drakensberg alti-montane grasslands and woodlands,y,91.92881,8.65969393,7,4.0940699,0.26333486,2.26931747,irrep,MGS
Montane Grasslands & Shrublands,"Drakensberg montane grasslands, woodlands and forests",Croplands,2.830384,2.54208968,4,9.2255792,0.43605864,5.18680712,irrep,MGS
Montane Grasslands & Shrublands,"Drakensberg montane grasslands, woodlands and forests",Navigable water,29.80436,7.48983096,4,9.2255792,0.43605864,5.18680712,irrep,MGS
Montane Grasslands & Shrublands,"Drakensberg montane grasslands, woodlands and forests",Pastures,26.81326,3.4754957,4,9.2255792,0.43605864,5.18680712,irrep,MGS
Montane Grasslands & Shrublands,"Drakensberg montane grasslands, woodlands and forests",Population density,34.44775,6.98404217,4,9.2255792,0.43605864,5.18680712,irrep,MGS
Montane Grasslands & Shrublands,"Drakensberg montane grasslands, woodlands and forests",Roads,23.99185,8.23651938,4,9.2255792,0.43605864,5.18680712,irrep,MGS
Montane Grasslands & Shrublands,"Drakensberg montane grasslands, woodlands and forests",y,100,0,4,9.2255792,0.43605864,5.18680712,irrep,MGS
Montane Grasslands & Shrublands,Eastern Himalayan alpine shrub and meadows,Croplands,0.3949383,0.61183576,2,9.0240924,0.4247205,3.53651493,irrep,MGS
Montane Grasslands & Shrublands,Eastern Himalayan alpine shrub and meadows,Navigable water,15.61971,12.09919902,2,9.0240924,0.4247205,3.53651493,irrep,MGS
Montane Grasslands & Shrublands,Eastern Himalayan alpine shrub and meadows,Pastures,100,0,2,9.0240924,0.4247205,3.53651493,irrep,MGS
Montane Grasslands & Shrublands,Eastern Himalayan alpine shrub and meadows,Population density,42.43667,4.49654615,2,9.0240924,0.4247205,3.53651493,irrep,MGS
Montane Grasslands & Shrublands,Eastern Himalayan alpine shrub and meadows,Roads,28.53377,2.82975087,2,9.0240924,0.4247205,3.53651493,irrep,MGS
Montane Grasslands & Shrublands,Eastern Himalayan alpine shrub and meadows,y,51.60697,4.04617673,2,9.0240924,0.4247205,3.53651493,irrep,MGS
Montane Grasslands & Shrublands,Ethiopian montane grasslands and woodlands,Croplands,12.89483,8.7314612,4,16.310441,0.40297815,11.90321273,irrep,MGS
Montane Grasslands & Shrublands,Ethiopian montane grasslands and woodlands,Navigable water,15.00516,3.50873723,4,16.310441,0.40297815,11.90321273,irrep,MGS
Montane Grasslands & Shrublands,Ethiopian montane grasslands and woodlands,Pastures,86.6724,2.26629793,4,16.310441,0.40297815,11.90321273,irrep,MGS
Montane Grasslands & Shrublands,Ethiopian montane grasslands and woodlands,Population density,80.46541,1.00626124,4,16.310441,0.40297815,11.90321273,irrep,MGS
Montane Grasslands & Shrublands,Ethiopian montane grasslands and woodlands,Roads,40.92108,10.17204417,4,16.310441,0.40297815,11.90321273,irrep,MGS
Montane Grasslands & Shrublands,Ethiopian montane grasslands and woodlands,y,100,0,4,16.310441,0.40297815,11.90321273,irrep,MGS
Montane Grasslands & Shrublands,High Monte,Croplands,3.365496,1.62400305,6,4.3200594,0.4416824,1.31285011,irrep,MGS
Montane Grasslands & Shrublands,High Monte,Pastures,98.4291,3.84790799,6,4.3200594,0.4416824,1.31285011,irrep,MGS
Montane Grasslands & Shrublands,High Monte,Population density,80.56105,5.90748923,6,4.3200594,0.4416824,1.31285011,irrep,MGS
Montane Grasslands & Shrublands,High Monte,Roads,57.58352,10.23749827,6,4.3200594,0.4416824,1.31285011,irrep,MGS
Montane Grasslands & Shrublands,High Monte,y,83.73253,8.08107117,6,4.3200594,0.4416824,1.31285011,irrep,MGS
Montane Grasslands & Shrublands,Highveld grasslands,Croplands,6.549547,8.05881632,2,3.9094865,0.20172813,1.65556641,irrep,MGS
Montane Grasslands & Shrublands,Highveld grasslands,Navigable water,34.1786,1.39603977,2,3.9094865,0.20172813,1.65556641,irrep,MGS
Montane Grasslands & Shrublands,Highveld grasslands,Pastures,47.92606,7.78068664,2,3.9094865,0.20172813,1.65556641,irrep,MGS
Montane Grasslands & Shrublands,Highveld grasslands,Population density,100,0,2,3.9094865,0.20172813,1.65556641,irrep,MGS
Montane Grasslands & Shrublands,Highveld grasslands,Roads,1.857729,2.03503986,2,3.9094865,0.20172813,1.65556641,irrep,MGS
Montane Grasslands & Shrublands,Highveld grasslands,y,92.6785,7.35332303,2,3.9094865,0.20172813,1.65556641,irrep,MGS
Montane Grasslands & Shrublands,Hindu Kush alpine meadow,Croplands,28.56291,22.13787227,2,0.5143005,0.09191338,0.06159319,irrep,MGS
Montane Grasslands & Shrublands,Hindu Kush alpine meadow,Navigable water,9.0808,14.06791477,2,0.5143005,0.09191338,0.06159319,irrep,MGS
Montane Grasslands & Shrublands,Hindu Kush alpine meadow,Pastures,68.39951,26.32498374,2,0.5143005,0.09191338,0.06159319,irrep,MGS
Montane Grasslands & Shrublands,Hindu Kush alpine meadow,Population density,90.82956,8.82361371,2,0.5143005,0.09191338,0.06159319,irrep,MGS
Montane Grasslands & Shrublands,Hindu Kush alpine meadow,Roads,39.67489,27.45072382,2,0.5143005,0.09191338,0.06159319,irrep,MGS
Montane Grasslands & Shrublands,Hindu Kush alpine meadow,y,99.9435,0.08752869,2,0.5143005,0.09191338,0.06159319,irrep,MGS
Montane Grasslands & Shrublands,Karakoram-West Tibetan Plateau alpine steppe,Croplands,0,0,7,2.5450378,0.04920306,0.35644698,irrep,MGS
Montane Grasslands & Shrublands,Karakoram-West Tibetan Plateau alpine steppe,Navigable water,71.70631,22.04936421,7,2.5450378,0.04920306,0.35644698,irrep,MGS
Montane Grasslands & Shrublands,Karakoram-West Tibetan Plateau alpine steppe,Pastures,95.89957,8.98757505,7,2.5450378,0.04920306,0.35644698,irrep,MGS
Montane Grasslands & Shrublands,Karakoram-West Tibetan Plateau alpine steppe,Population density,38.40185,39.42950664,7,2.5450378,0.04920306,0.35644698,irrep,MGS
Montane Grasslands & Shrublands,Karakoram-West Tibetan Plateau alpine steppe,Roads,43.12288,28.28030274,7,2.5450378,0.04920306,0.35644698,irrep,MGS
Montane Grasslands & Shrublands,Karakoram-West Tibetan Plateau alpine steppe,y,67.80448,19.64799443,7,2.5450378,0.04920306,0.35644698,irrep,MGS
Montane Grasslands & Shrublands,Maputaland-Pondoland bushland and thickets,Croplands,0.3534343,0.86573361,4,7.8268766,0.37956651,4.78943852,irrep,MGS
Montane Grasslands & Shrublands,Maputaland-Pondoland bushland and thickets,Navigable water,39.5946,2.68491732,4,7.8268766,0.37956651,4.78943852,irrep,MGS
Montane Grasslands & Shrublands,Maputaland-Pondoland bushland and thickets,Pastures,67.00115,4.20210119,4,7.8268766,0.37956651,4.78943852,irrep,MGS
Montane Grasslands & Shrublands,Maputaland-Pondoland bushland and thickets,Population density,46.6965,1.87726724,4,7.8268766,0.37956651,4.78943852,irrep,MGS
Montane Grasslands & Shrublands,Maputaland-Pondoland bushland and thickets,Roads,33.58279,3.8222072,4,7.8268766,0.37956651,4.78943852,irrep,MGS
Montane Grasslands & Shrublands,Maputaland-Pondoland bushland and thickets,y,100,0,4,7.8268766,0.37956651,4.78943852,irrep,MGS
Montane Grasslands & Shrublands,North Tibetan Plateau-Kunlun Mountains alpine desert,Croplands,35.5452,26.90455745,4,1.4172844,0.06139708,0.12583772,irrep,MGS
Montane Grasslands & Shrublands,North Tibetan Plateau-Kunlun Mountains alpine desert,Pastures,99.47118,1.29533137,4,1.4172844,0.06139708,0.12583772,irrep,MGS
Montane Grasslands & Shrublands,North Tibetan Plateau-Kunlun Mountains alpine desert,Population density,69.38455,33.37140169,4,1.4172844,0.06139708,0.12583772,irrep,MGS
Montane Grasslands & Shrublands,North Tibetan Plateau-Kunlun Mountains alpine desert,Roads,0,0,4,1.4172844,0.06139708,0.12583772,irrep,MGS
Montane Grasslands & Shrublands,North Tibetan Plateau-Kunlun Mountains alpine desert,y,82.89281,12.05744596,4,1.4172844,0.06139708,0.12583772,irrep,MGS
Montane Grasslands & Shrublands,Northern Andean páramo,Croplands,0,0,4,21.7770014,0.25832052,15.87308277,irrep,MGS
Montane Grasslands & Shrublands,Northern Andean páramo,Navigable water,20.79574,6.33108171,4,21.7770014,0.25832052,15.87308277,irrep,MGS
Montane Grasslands & Shrublands,Northern Andean páramo,Pastures,89.99903,5.03309113,4,21.7770014,0.25832052,15.87308277,irrep,MGS
Montane Grasslands & Shrublands,Northern Andean páramo,Population density,61.65789,2.43813481,4,21.7770014,0.25832052,15.87308277,irrep,MGS
Montane Grasslands & Shrublands,Northern Andean páramo,Roads,47.35332,6.31466005,4,21.7770014,0.25832052,15.87308277,irrep,MGS
Montane Grasslands & Shrublands,Northern Andean páramo,y,100,0,4,21.7770014,0.25832052,15.87308277,irrep,MGS
Montane Grasslands & Shrublands,Northwestern Himalayan alpine shrub and meadows,Croplands,16.95981,3.02008045,2,3.4324087,0.15699415,1.12586436,irrep,MGS
Montane Grasslands & Shrublands,Northwestern Himalayan alpine shrub and meadows,Navigable water,47.16495,5.4851909,2,3.4324087,0.15699415,1.12586436,irrep,MGS
Montane Grasslands & Shrublands,Northwestern Himalayan alpine shrub and meadows,Pastures,64.25576,23.18475032,2,3.4324087,0.15699415,1.12586436,irrep,MGS
Montane Grasslands & Shrublands,Northwestern Himalayan alpine shrub and meadows,Population density,93.57032,15.74944238,2,3.4324087,0.15699415,1.12586436,irrep,MGS
Montane Grasslands & Shrublands,Northwestern Himalayan alpine shrub and meadows,Roads,65.45554,17.90536475,2,3.4324087,0.15699415,1.12586436,irrep,MGS
Montane Grasslands & Shrublands,Northwestern Himalayan alpine shrub and meadows,y,71.67889,13.40695025,2,3.4324087,0.15699415,1.12586436,irrep,MGS
Montane Grasslands & Shrublands,Ordos Plateau steppe,Croplands,39.00365,26.23212494,4,1.7451451,0.12750408,0.26054449,irrep,MGS
Montane Grasslands & Shrublands,Ordos Plateau steppe,Navigable water,9.932175,24.32876024,4,1.7451451,0.12750408,0.26054449,irrep,MGS
Montane Grasslands & Shrublands,Ordos Plateau steppe,Pastures,59.8338,20.3470767,4,1.7451451,0.12750408,0.26054449,irrep,MGS
Montane Grasslands & Shrublands,Ordos Plateau steppe,Population density,86.84649,6.45650465,4,1.7451451,0.12750408,0.26054449,irrep,MGS
Montane Grasslands & Shrublands,Ordos Plateau steppe,Roads,48.23866,29.93289687,4,1.7451451,0.12750408,0.26054449,irrep,MGS
Montane Grasslands & Shrublands,Ordos Plateau steppe,y,93.89511,14.95387726,4,1.7451451,0.12750408,0.26054449,irrep,MGS
Montane Grasslands & Shrublands,Pamir alpine desert and tundra,Croplands,22.24523,17.31701012,2,1.6174047,0.18499345,0.26542432,irrep,MGS
Montane Grasslands & Shrublands,Pamir alpine desert and tundra,Navigable water,9.972235,10.41129827,2,1.6174047,0.18499345,0.26542432,irrep,MGS
Montane Grasslands & Shrublands,Pamir alpine desert and tundra,Pastures,93.25707,2.0562213,2,1.6174047,0.18499345,0.26542432,irrep,MGS
Montane Grasslands & Shrublands,Pamir alpine desert and tundra,Population density,85.72832,11.05597022,2,1.6174047,0.18499345,0.26542432,irrep,MGS
Montane Grasslands & Shrublands,Pamir alpine desert and tundra,Roads,35.81503,21.25203589,2,1.6174047,0.18499345,0.26542432,irrep,MGS
Montane Grasslands & Shrublands,Pamir alpine desert and tundra,y,97.1231,4.45687834,2,1.6174047,0.18499345,0.26542432,irrep,MGS
Montane Grasslands & Shrublands,Qilian Mountains subalpine meadows,Croplands,1.627595,1.78294096,2,10.7101509,0.2622833,2.87322373,irrep,MGS
Montane Grasslands & Shrublands,Qilian Mountains subalpine meadows,Pastures,100,0,2,10.7101509,0.2622833,2.87322373,irrep,MGS
Montane Grasslands & Shrublands,Qilian Mountains subalpine meadows,Population density,44.66042,10.80866338,2,10.7101509,0.2622833,2.87322373,irrep,MGS
Montane Grasslands & Shrublands,Qilian Mountains subalpine meadows,Roads,83.94278,9.36954359,2,10.7101509,0.2622833,2.87322373,irrep,MGS
Montane Grasslands & Shrublands,Qilian Mountains subalpine meadows,y,74.62225,6.33993132,2,10.7101509,0.2622833,2.87322373,irrep,MGS
Montane Grasslands & Shrublands,Sayan Alpine meadows and tundra,Croplands,4.100365,4.49172445,2,14.8802209,0.24973516,11.32629518,irrep,MGS
Montane Grasslands & Shrublands,Sayan Alpine meadows and tundra,Navigable water,27.20853,8.7399695,2,14.8802209,0.24973516,11.32629518,irrep,MGS
Montane Grasslands & Shrublands,Sayan Alpine meadows and tundra,Pastures,2.355707,3.8544117,2,14.8802209,0.24973516,11.32629518,irrep,MGS
Montane Grasslands & Shrublands,Sayan Alpine meadows and tundra,Population density,100,0,2,14.8802209,0.24973516,11.32629518,irrep,MGS
Montane Grasslands & Shrublands,Sayan Alpine meadows and tundra,Roads,66.3533,5.19007154,2,14.8802209,0.24973516,11.32629518,irrep,MGS
Montane Grasslands & Shrublands,Sayan Alpine meadows and tundra,y,91.37415,6.51252427,2,14.8802209,0.24973516,11.32629518,irrep,MGS
Montane Grasslands & Shrublands,South Island montane grasslands,Navigable water,26.15101,13.03950079,2,18.976346,0.42195686,14.81057884,irrep,MGS
Montane Grasslands & Shrublands,South Island montane grasslands,Pastures,100,0,2,18.976346,0.42195686,14.81057884,irrep,MGS
Montane Grasslands & Shrublands,South Island montane grasslands,Population density,36.84773,9.31062276,2,18.976346,0.42195686,14.81057884,irrep,MGS
Montane Grasslands & Shrublands,South Island montane grasslands,Roads,26.92845,9.8819022,2,18.976346,0.42195686,14.81057884,irrep,MGS
Montane Grasslands & Shrublands,South Island montane grasslands,y,49.93038,4.63132501,2,18.976346,0.42195686,14.81057884,irrep,MGS
Montane Grasslands & Shrublands,Southeast Tibet shrublands and meadows,Croplands,3.303544,1.55267872,4,14.3637433,0.30933738,5.18565951,irrep,MGS
Montane Grasslands & Shrublands,Southeast Tibet shrublands and meadows,Navigable water,41.10865,13.71486243,4,14.3637433,0.30933738,5.18565951,irrep,MGS
Montane Grasslands & Shrublands,Southeast Tibet shrublands and meadows,Pastures,40.95372,4.37780945,4,14.3637433,0.30933738,5.18565951,irrep,MGS
Montane Grasslands & Shrublands,Southeast Tibet shrublands and meadows,Population density,80.74775,13.3846383,4,14.3637433,0.30933738,5.18565951,irrep,MGS
Montane Grasslands & Shrublands,Southeast Tibet shrublands and meadows,Roads,28.81204,5.44918062,4,14.3637433,0.30933738,5.18565951,irrep,MGS
Montane Grasslands & Shrublands,Southeast Tibet shrublands and meadows,y,100,0,4,14.3637433,0.30933738,5.18565951,irrep,MGS
Montane Grasslands & Shrublands,Southern Andean steppe,Croplands,0.009023624,0.02210328,2,1.2052842,0.40116374,0.20247805,irrep,MGS
Montane Grasslands & Shrublands,Southern Andean steppe,Pastures,45.22209,22.51424384,2,1.2052842,0.40116374,0.20247805,irrep,MGS
Montane Grasslands & Shrublands,Southern Andean steppe,Population density,43.97528,10.43484668,2,1.2052842,0.40116374,0.20247805,irrep,MGS
Montane Grasslands & Shrublands,Southern Andean steppe,Roads,40.57855,31.81474723,2,1.2052842,0.40116374,0.20247805,irrep,MGS
Montane Grasslands & Shrublands,Southern Andean steppe,y,98.34424,4.05577669,2,1.2052842,0.40116374,0.20247805,irrep,MGS
Montane Grasslands & Shrublands,Southern Rift montane forest-grassland mosaic,Croplands,5.507265,4.38963966,6,9.5387435,0.39728058,5.67990197,irrep,MGS
Montane Grasslands & Shrublands,Southern Rift montane forest-grassland mosaic,Navigable water,29.64414,3.36710206,6,9.5387435,0.39728058,5.67990197,irrep,MGS
Montane Grasslands & Shrublands,Southern Rift montane forest-grassland mosaic,Pastures,57.16316,1.56743485,6,9.5387435,0.39728058,5.67990197,irrep,MGS
Montane Grasslands & Shrublands,Southern Rift montane forest-grassland mosaic,Population density,92.37982,2.31125765,6,9.5387435,0.39728058,5.67990197,irrep,MGS
Montane Grasslands & Shrublands,Southern Rift montane forest-grassland mosaic,Roads,52.12497,1.97378473,6,9.5387435,0.39728058,5.67990197,irrep,MGS
Montane Grasslands & Shrublands,Southern Rift montane forest-grassland mosaic,y,100,0,6,9.5387435,0.39728058,5.67990197,irrep,MGS
Montane Grasslands & Shrublands,Sulaiman Range alpine meadows,Croplands,35.95898,39.39109234,2,0.4302852,0.08220555,0.05014772,irrep,MGS
Montane Grasslands & Shrublands,Sulaiman Range alpine meadows,Pastures,74.80381,12.62596354,2,0.4302852,0.08220555,0.05014772,irrep,MGS
Montane Grasslands & Shrublands,Sulaiman Range alpine meadows,Population density,97.72119,2.49631125,2,0.4302852,0.08220555,0.05014772,irrep,MGS
