Biome,Ecoregion,Variable,Mean,Standard deviation,mtry,RMSE,Rsquared,MAE,Irreplaceable/AGC/BGC,Biome code
Tropical & Subtropical Dry Broadleaf Forestsc,Tumbes-Piura dry forests,Navigable water,8.7933635,5.4558584,4,14.83741,0.5115301,8.9425091,irrep,TropDBF
Tropical & Subtropical Dry Broadleaf Forestsc,Tumbes-Piura dry forests,Pastures,65.8725248,5.487618,4,14.83741,0.5115301,8.9425091,irrep,TropDBF
Tropical & Subtropical Dry Broadleaf Forestsc,Tumbes-Piura dry forests,Population density,95.6834715,6.6871371,4,14.83741,0.5115301,8.9425091,irrep,TropDBF
Tropical & Subtropical Dry Broadleaf Forestsc,Tumbes-Piura dry forests,Roads,65.3657741,6.9620084,4,14.83741,0.5115301,8.9425091,irrep,TropDBF
Tropical & Subtropical Dry Broadleaf Forestsc,Tumbes-Piura dry forests,y,81.5182883,16.4920738,4,14.83741,0.5115301,8.9425091,irrep,TropDBF
Tropical & Subtropical Moist Broadleaf Forests,Yucatán dry forests,Croplands,3.269344,3.614862,4,8.352509,0.4733262,3.16669,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yucatán dry forests,Navigable water,100,0,4,8.352509,0.4733262,3.16669,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yucatán dry forests,Pastures,61.213194,20.045086,4,8.352509,0.4733262,3.16669,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yucatán dry forests,Population density,58.288742,1.526245,4,8.352509,0.4733262,3.16669,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yucatán dry forests,Roads,29.266916,2.887213,4,8.352509,0.4733262,3.16669,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Yucatán dry forests,y,66.635941,6.282595,4,8.352509,0.4733262,3.16669,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Zambezian Cryptosepalum dry forests,Croplands,0,0,4,7.003127,0.2528688,2.572619,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Zambezian Cryptosepalum dry forests,Navigable water,33.873508,4.061755,4,7.003127,0.2528688,2.572619,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Zambezian Cryptosepalum dry forests,Pastures,46.687195,19.333753,4,7.003127,0.2528688,2.572619,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Zambezian Cryptosepalum dry forests,Population density,79.461857,8.032809,4,7.003127,0.2528688,2.572619,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Zambezian Cryptosepalum dry forests,Roads,71.690671,6.655863,4,7.003127,0.2528688,2.572619,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Zambezian Cryptosepalum dry forests,y,100,0,4,7.003127,0.2528688,2.572619,irrep,TropMoBF
Tropical & Subtropical Coniferous Forests,Central American pine-oak forests,Croplands,0,0,4,9.048759,0.3639564,5.359626,irrep,CF 
Tropical & Subtropical Coniferous Forests,Central American pine-oak forests,Navigable water,21.6304941,1.14183285,4,9.048759,0.3639564,5.359626,irrep,CF 
Tropical & Subtropical Coniferous Forests,Central American pine-oak forests,Pastures,43.2875996,2.34334715,4,9.048759,0.3639564,5.359626,irrep,CF 
Tropical & Subtropical Coniferous Forests,Central American pine-oak forests,Population density,51.405491,3.32120505,4,9.048759,0.3639564,5.359626,irrep,CF 
Tropical & Subtropical Coniferous Forests,Central American pine-oak forests,Roads,25.8152978,1.01887195,4,9.048759,0.3639564,5.359626,irrep,CF 
Tropical & Subtropical Coniferous Forests,Central American pine-oak forests,y,100,0,4,9.048759,0.3639564,5.359626,irrep,CF 
Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests,Croplands,21.5371693,15.37065449,4,10.623285,0.238083,7.133249,irrep,CF 
Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests,Navigable water,48.9708975,14.99216084,4,10.623285,0.238083,7.133249,irrep,CF 
Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests,Pastures,61.7541439,9.22493365,4,10.623285,0.238083,7.133249,irrep,CF 
Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests,Population density,66.9465301,14.82637496,4,10.623285,0.238083,7.133249,irrep,CF 
Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests,Roads,43.0018602,13.67134492,4,10.623285,0.238083,7.133249,irrep,CF 
Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests,y,100,0,4,10.623285,0.238083,7.133249,irrep,CF 
Tropical & Subtropical Coniferous Forests,Miskito pine forests,Navigable water,87.682172,13.4935045,4,31.206132,0.4305378,17.724443,irrep,CF 
Tropical & Subtropical Coniferous Forests,Miskito pine forests,Pastures,77.7476214,3.35405753,4,31.206132,0.4305378,17.724443,irrep,CF 
Tropical & Subtropical Coniferous Forests,Miskito pine forests,Population density,69.1772415,6.97692034,4,31.206132,0.4305378,17.724443,irrep,CF 
Tropical & Subtropical Coniferous Forests,Miskito pine forests,Roads,71.5623749,5.24024585,4,31.206132,0.4305378,17.724443,irrep,CF 
Tropical & Subtropical Coniferous Forests,Miskito pine forests,y,98.3744712,1.88936955,4,31.206132,0.4305378,17.724443,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre de Oaxaca pine-oak forests,Croplands,1.5503689,1.69834403,4,11.837401,0.4046044,7.574647,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre de Oaxaca pine-oak forests,Navigable water,29.641672,3.99171584,4,11.837401,0.4046044,7.574647,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre de Oaxaca pine-oak forests,Pastures,94.0354758,3.71365861,4,11.837401,0.4046044,7.574647,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre de Oaxaca pine-oak forests,Population density,92.4534781,6.59945598,4,11.837401,0.4046044,7.574647,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre de Oaxaca pine-oak forests,Roads,60.9877986,1.5506605,4,11.837401,0.4046044,7.574647,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre de Oaxaca pine-oak forests,y,100,0,4,11.837401,0.4046044,7.574647,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre del Sur pine-oak forests,Croplands,6.3985649,8.35382614,4,13.152365,0.2793114,8.999031,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre del Sur pine-oak forests,Navigable water,31.4365604,10.61110035,4,13.152365,0.2793114,8.999031,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre del Sur pine-oak forests,Pastures,78.7347252,5.74809189,4,13.152365,0.2793114,8.999031,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre del Sur pine-oak forests,Population density,95.1651123,5.49204852,4,13.152365,0.2793114,8.999031,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre del Sur pine-oak forests,Roads,79.929438,9.107619,4,13.152365,0.2793114,8.999031,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre del Sur pine-oak forests,y,99.4301784,0.88276382,4,13.152365,0.2793114,8.999031,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Occidental pine-oak forests,Croplands,0.1020061,0.15802712,2,3.051501,0.1653963,1.124533,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Occidental pine-oak forests,Navigable water,23.8359156,7.84258573,2,3.051501,0.1653963,1.124533,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Occidental pine-oak forests,Pastures,39.9157151,3.62751703,2,3.051501,0.1653963,1.124533,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Occidental pine-oak forests,Population density,55.7703884,4.62710301,2,3.051501,0.1653963,1.124533,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Occidental pine-oak forests,Roads,22.9338182,6.86336906,2,3.051501,0.1653963,1.124533,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Occidental pine-oak forests,y,100,0,2,3.051501,0.1653963,1.124533,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Oriental pine-oak forests,Croplands,0,0,4,4.531541,0.155527,2.056841,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Oriental pine-oak forests,Navigable water,26.4287459,4.90776544,4,4.531541,0.155527,2.056841,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Oriental pine-oak forests,Pastures,80.8400482,5.18539725,4,4.531541,0.155527,2.056841,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Oriental pine-oak forests,Population density,87.5822943,16.26359918,4,4.531541,0.155527,2.056841,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Oriental pine-oak forests,Roads,97.8651067,1.71385687,4,4.531541,0.155527,2.056841,irrep,CF 
Tropical & Subtropical Coniferous Forests,Sierra Madre Oriental pine-oak forests,y,99.97578,0.03752143,4,4.531541,0.155527,2.056841,irrep,CF 
Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Croplands,7.2887262,11.29164602,4,9.451756,0.2319508,5.390796,irrep,CF 
Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Navigable water,11.8218537,6.63435466,4,9.451756,0.2319508,5.390796,irrep,CF 
Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Pastures,74.8378744,8.62044899,4,9.451756,0.2319508,5.390796,irrep,CF 
Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Population density,60.796975,14.26020253,4,9.451756,0.2319508,5.390796,irrep,CF 
Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Roads,40.0544335,14.68454523,4,9.451756,0.2319508,5.390796,irrep,CF 
Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,y,100,0,4,9.451756,0.2319508,5.390796,irrep,CF 
 Temperate Broadleaf & Mixed Forests,Allegheny Highlands forests,Croplands,1.5354586,1.6820106,2,15.632066,0.13406607,12.8062468,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Allegheny Highlands forests,Navigable water,26.8279839,6.8994889,2,15.632066,0.13406607,12.8062468,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Allegheny Highlands forests,Pastures,48.9510488,21.2136436,2,15.632066,0.13406607,12.8062468,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Allegheny Highlands forests,Population density,91.0813512,6.1611359,2,15.632066,0.13406607,12.8062468,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Allegheny Highlands forests,Roads,47.1784348,9.0218547,2,15.632066,0.13406607,12.8062468,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Allegheny Highlands forests,y,99.1344344,2.1201941,2,15.632066,0.13406607,12.8062468,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian-Blue Ridge forests,Croplands,0,0,2,18.104842,0.23581686,14.7243061,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian-Blue Ridge forests,Navigable water,16.5375808,13.4798364,2,18.104842,0.23581686,14.7243061,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian-Blue Ridge forests,Pastures,77.5929566,8.6893284,2,18.104842,0.23581686,14.7243061,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian-Blue Ridge forests,Population density,100,0,2,18.104842,0.23581686,14.7243061,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian-Blue Ridge forests,Roads,33.2090409,3.7951887,2,18.104842,0.23581686,14.7243061,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian-Blue Ridge forests,y,71.3896743,4.6574151,2,18.104842,0.23581686,14.7243061,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian mixed mesophytic forests,Croplands,0.5418017,1.3271378,2,15.41346,0.30486944,12.3383706,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian mixed mesophytic forests,Navigable water,48.6684749,3.2671924,2,15.41346,0.30486944,12.3383706,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian mixed mesophytic forests,Pastures,62.0903091,3.7070365,2,15.41346,0.30486944,12.3383706,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian mixed mesophytic forests,Population density,53.7410951,6.2270377,2,15.41346,0.30486944,12.3383706,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian mixed mesophytic forests,Roads,13.4547279,6.6462283,2,15.41346,0.30486944,12.3383706,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appalachian mixed mesophytic forests,y,100,0,2,15.41346,0.30486944,12.3383706,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appenine deciduous montane forests,Croplands,10.2102497,8.0737497,4,16.003075,0.23739829,12.1793306,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appenine deciduous montane forests,Navigable water,2.6402885,4.0903173,4,16.003075,0.23739829,12.1793306,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appenine deciduous montane forests,Pastures,85.5531252,15.8331815,4,16.003075,0.23739829,12.1793306,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appenine deciduous montane forests,Population density,69.3499415,12.2490723,4,16.003075,0.23739829,12.1793306,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appenine deciduous montane forests,Roads,28.7729987,2.420109,4,16.003075,0.23739829,12.1793306,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Appenine deciduous montane forests,y,97.5538501,2.6796229,4,16.003075,0.23739829,12.1793306,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Atlantic mixed forests,Croplands,2.6705652,4.1040309,2,26.893991,0.27181857,16.5938,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Atlantic mixed forests,Navigable water,29.5688806,9.2608641,2,26.893991,0.27181857,16.5938,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Atlantic mixed forests,Pastures,35.1411792,0.6505146,2,26.893991,0.27181857,16.5938,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Atlantic mixed forests,Population density,31.6534954,3.3233411,2,26.893991,0.27181857,16.5938,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Atlantic mixed forests,Roads,1.0195,1.4418134,2,26.893991,0.27181857,16.5938,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Atlantic mixed forests,y,100,0,2,26.893991,0.27181857,16.5938,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Balkan mixed forests,Croplands,15.3031403,4.9017875,4,12.16402,0.20261482,8.7431144,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Balkan mixed forests,Navigable water,29.3172663,1.8375627,4,12.16402,0.20261482,8.7431144,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Balkan mixed forests,Pastures,66.5188127,5.677489,4,12.16402,0.20261482,8.7431144,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Balkan mixed forests,Population density,60.5229598,3.1744749,4,12.16402,0.20261482,8.7431144,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Balkan mixed forests,Roads,7.2819127,2.8357813,4,12.16402,0.20261482,8.7431144,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Balkan mixed forests,y,100,0,4,12.16402,0.20261482,8.7431144,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Baltic mixed forests,Croplands,17.3932169,1.958369,4,30.355189,0.21163546,20.7583513,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Baltic mixed forests,Navigable water,51.999206,6.7814268,4,30.355189,0.21163546,20.7583513,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Baltic mixed forests,Pastures,35.1839289,2.1179202,4,30.355189,0.21163546,20.7583513,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Baltic mixed forests,Population density,42.9116385,4.3883483,4,30.355189,0.21163546,20.7583513,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Baltic mixed forests,Roads,1.0528363,1.631047,4,30.355189,0.21163546,20.7583513,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Baltic mixed forests,y,100,0,4,30.355189,0.21163546,20.7583513,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Cantabrian mixed forests,Croplands,0,0,4,10.057678,0.26784175,5.7131793,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Cantabrian mixed forests,Navigable water,33.3742505,6.7646256,4,10.057678,0.26784175,5.7131793,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Cantabrian mixed forests,Pastures,50.3338566,6.1645964,4,10.057678,0.26784175,5.7131793,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Cantabrian mixed forests,Population density,97.4348356,3.9739355,4,10.057678,0.26784175,5.7131793,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Cantabrian mixed forests,Roads,19.1609075,6.040823,4,10.057678,0.26784175,5.7131793,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Cantabrian mixed forests,y,85.5304363,19.7980577,4,10.057678,0.26784175,5.7131793,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caspian Hyrcanian mixed forests,Croplands,21.5988551,23.6603603,4,2.964319,0.14855089,0.6293341,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caspian Hyrcanian mixed forests,Navigable water,72.1545681,30.5972123,4,2.964319,0.14855089,0.6293341,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caspian Hyrcanian mixed forests,Pastures,48.9216689,2.0775318,4,2.964319,0.14855089,0.6293341,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caspian Hyrcanian mixed forests,Population density,81.6296835,4.4261615,4,2.964319,0.14855089,0.6293341,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caspian Hyrcanian mixed forests,Roads,16.7620406,19.6018322,4,2.964319,0.14855089,0.6293341,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caspian Hyrcanian mixed forests,y,81.9351514,19.7890502,4,2.964319,0.14855089,0.6293341,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,Croplands,14.6084156,3.4250524,4,22.788582,0.41699314,16.3349389,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,Navigable water,29.0085575,7.1337793,4,22.788582,0.41699314,16.3349389,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,Pastures,86.4201936,4.0104179,4,22.788582,0.41699314,16.3349389,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,Population density,53.1166368,2.5556286,4,22.788582,0.41699314,16.3349389,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,Roads,25.5899206,2.9674578,4,22.788582,0.41699314,16.3349389,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,y,100,0,4,22.788582,0.41699314,16.3349389,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,Croplands,0,0,2,27.796414,0.18454279,17.229559,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,Navigable water,40.2284839,11.5608155,2,27.796414,0.18454279,17.229559,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,Pastures,60.424668,2.4821756,2,27.796414,0.18454279,17.229559,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,Population density,73.5575664,9.9037695,2,27.796414,0.18454279,17.229559,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,Roads,78.2976192,11.6702772,2,27.796414,0.18454279,17.229559,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,y,100,0,2,27.796414,0.18454279,17.229559,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Anatolian steppe and woodlands,Croplands,1.362145,3.3365602,4,7.278697,0.43731412,1.84018,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Anatolian steppe and woodlands,Navigable water,1.0078477,0.6828876,4,7.278697,0.43731412,1.84018,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Anatolian steppe and woodlands,Pastures,56.2220664,6.6914988,4,7.278697,0.43731412,1.84018,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Anatolian steppe and woodlands,Population density,100,0,4,7.278697,0.43731412,1.84018,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Anatolian steppe and woodlands,Roads,61.2254324,7.5799846,4,7.278697,0.43731412,1.84018,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Anatolian steppe and woodlands,y,86.5812039,1.989185,4,7.278697,0.43731412,1.84018,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central China loess plateau mixed forests,Croplands,21.8387364,25.6268712,2,3.783557,0.26638864,1.9289777,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central China loess plateau mixed forests,Navigable water,19.9625697,19.4768553,2,3.783557,0.26638864,1.9289777,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central China loess plateau mixed forests,Pastures,42.7100302,27.6670986,2,3.783557,0.26638864,1.9289777,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central China loess plateau mixed forests,Population density,86.8451281,19.9469463,2,3.783557,0.26638864,1.9289777,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central China loess plateau mixed forests,Roads,12.1387129,18.3585107,2,3.783557,0.26638864,1.9289777,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central China loess plateau mixed forests,y,99.8611255,0.1521294,2,3.783557,0.26638864,1.9289777,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central European mixed forests,Croplands,8.3646012,9.1629615,4,34.106817,0.11887079,23.5629825,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central European mixed forests,Navigable water,28.3349669,5.3322866,4,34.106817,0.11887079,23.5629825,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central European mixed forests,Pastures,45.4733655,13.7056857,4,34.106817,0.11887079,23.5629825,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central European mixed forests,Population density,52.5915738,4.3489071,4,34.106817,0.11887079,23.5629825,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central European mixed forests,Roads,22.7974334,12.5515284,4,34.106817,0.11887079,23.5629825,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central European mixed forests,y,100,0,4,34.106817,0.11887079,23.5629825,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Korean deciduous forests,Croplands,0,0,2,3.018575,0.21020486,1.8729831,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Korean deciduous forests,Navigable water,47.0902054,1.146521,2,3.018575,0.21020486,1.8729831,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Korean deciduous forests,Pastures,42.2840631,3.5579794,2,3.018575,0.21020486,1.8729831,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Korean deciduous forests,Population density,66.7416931,7.4046568,2,3.018575,0.21020486,1.8729831,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Korean deciduous forests,Roads,27.1433062,3.6291828,2,3.018575,0.21020486,1.8729831,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central Korean deciduous forests,y,100,0,2,3.018575,0.21020486,1.8729831,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central U.S. hardwood forests,Croplands,8.2030226,6.0793196,2,9.42394,0.19402284,7.1730353,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central U.S. hardwood forests,Navigable water,21.893654,2.6543119,2,9.42394,0.19402284,7.1730353,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central U.S. hardwood forests,Pastures,68.6666613,19.4126517,2,9.42394,0.19402284,7.1730353,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central U.S. hardwood forests,Population density,63.0156816,2.4584719,2,9.42394,0.19402284,7.1730353,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central U.S. hardwood forests,Roads,8.6552152,11.3462122,2,9.42394,0.19402284,7.1730353,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Central U.S. hardwood forests,y,100,0,2,9.42394,0.19402284,7.1730353,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changbai Mountains mixed forests,Croplands,17.2364354,10.4091975,4,2.16343,0.20062965,1.1225267,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changbai Mountains mixed forests,Navigable water,62.3590823,6.8469605,4,2.16343,0.20062965,1.1225267,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changbai Mountains mixed forests,Pastures,55.0192786,10.5661741,4,2.16343,0.20062965,1.1225267,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changbai Mountains mixed forests,Population density,73.6839551,14.2116461,4,2.16343,0.20062965,1.1225267,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changbai Mountains mixed forests,Roads,45.3859139,20.4184417,4,2.16343,0.20062965,1.1225267,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changbai Mountains mixed forests,y,100,0,4,2.16343,0.20062965,1.1225267,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Croplands,14.7805102,16.3756463,2,14.081454,0.35362789,4.3017328,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Navigable water,100,0,2,14.081454,0.35362789,4.3017328,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Pastures,53.6683421,9.4160788,2,14.081454,0.35362789,4.3017328,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Population density,61.7433785,19.5321742,2,14.081454,0.35362789,4.3017328,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Roads,49.5330901,11.9367548,2,14.081454,0.35362789,4.3017328,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,y,69.8838662,11.3905232,2,14.081454,0.35362789,4.3017328,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Crimean Submediterranean forest complex,Croplands,8.6327207,3.6333571,4,15.18865,0.4377369,11.1861662,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Crimean Submediterranean forest complex,Navigable water,35.515659,2.7383364,4,15.18865,0.4377369,11.1861662,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Crimean Submediterranean forest complex,Pastures,100,0,4,15.18865,0.4377369,11.1861662,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Crimean Submediterranean forest complex,Population density,53.1797054,4.6263597,4,15.18865,0.4377369,11.1861662,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Crimean Submediterranean forest complex,Roads,4.132094,2.2088865,4,15.18865,0.4377369,11.1861662,irrep,TempBMixF
 Temperate Broadleaf & Mixed Forests,Crimean Submediterranean forest complex,y,88.6592097,9.0831938,4,15.18865,0.4377369,11.1861662,irrep,TempBMixF
